symbol,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
1101.TW,2023-03-20,36.5,37,36.5,36.9,36.399601,11027391,11027391,0.4,1.1,36.8,"March 20, 23",0.011
1101.TW,2023-03-17,36.6,36.75,36.35,36.4,35.906384,31623314,31623314,-0.2,-0.54645,36.5,"March 17, 23",-0.0054645
1101.TW,2023-03-16,36.9,37,36.3,36.35,35.857059,19901254,19901254,-0.55,-1.49,36.55,"March 16, 23",-0.0149
1101.TW,2023-03-15,36.9,37.3,36.9,37.1,36.596886,15540887,15540887,0.2,0.54201,37.1,"March 15, 23",0.0054201
1101.TW,2023-03-14,36.4,37,36.3,36.75,36.251637,17387103,17387103,0.35,0.96154,36.68,"March 14, 23",0.0096154
1101.TW,2023-03-13,36.45,37,36.15,36.75,36.251637,22305095,22305095,0.3,0.82305,36.63,"March 13, 23",0.0082305
1101.TW,2023-03-10,36.9,36.9,36.6,36.7,36.202312,24718477,24718477,-0.2,-0.54201,36.73,"March 10, 23",-0.0054201
1101.TW,2023-03-09,37.75,37.85,37.15,37.2,36.695534,23437547,23437547,-0.55,-1.46,37.4,"March 09, 23",-0.0146
1101.TW,2023-03-08,37.85,37.9,37.5,37.75,37.238075,21390769,21390769,-0.1,-0.2642,37.72,"March 08, 23",-0.002642
1101.TW,2023-03-07,38.05,38.1,37.9,37.95,37.435364,12186403,12186403,-0.1,-0.26281,37.98,"March 07, 23",-0.0026281
1101.TW,2023-03-06,38,38.1,37.85,37.95,37.435364,11966420,11966420,-0.05,-0.13158,37.97,"March 06, 23",-0.0013158
1101.TW,2023-03-03,38.1,38.15,37.65,37.75,37.238075,14481664,14481664,-0.35,-0.91864,37.85,"March 03, 23",-0.0091864
1101.TW,2023-03-02,37.8,38.15,37.45,37.9,37.38604,18043440,18043440,0.1,0.26455,37.83,"March 02, 23",0.0026455
1101.TW,2023-03-01,38.85,38.85,37.6,37.8,37.287395,46261621,46261621,-1.05,-2.7,38.08,"March 01, 23",-0.027
1101.TW,2023-02-24,39.65,39.7,39.05,39.15,38.619091,56765554,56765554,-0.5,-1.26,39.3,"February 24, 23",-0.0126
1101.TW,2023-02-23,38.5,39.7,38.4,39.5,38.964344,47541292,47541292,1,2.6,39.2,"February 23, 23",0.026
1101.TW,2023-02-22,38.15,38.3,37.85,38.05,37.534004,19469210,19469210,-0.1,-0.26212,38.07,"February 22, 23",-0.0026212
1101.TW,2023-02-21,38.4,38.5,38.15,38.35,37.829937,9314605,9314605,-0.05,-0.13021,38.33,"February 21, 23",-0.0013021
1101.TW,2023-02-20,37.95,38.4,37.8,38.25,37.731293,16481053,16481053,0.3,0.79051,38.15,"February 20, 23",0.0079051
1101.TW,2023-02-17,37.4,38,37.25,38,37.484684,18104694,18104694,0.6,1.6,37.75,"February 17, 23",0.016
1101.TW,2023-02-16,37.7,37.85,37.35,37.5,36.991463,16338357,16338357,-0.2,-0.5305,37.57,"February 16, 23",-0.005305
1101.TW,2023-02-15,37.35,37.85,37.3,37.55,37.040787,18957618,18957618,0.2,0.53548,37.57,"February 15, 23",0.0053548
1101.TW,2023-02-14,37.2,37.8,37.15,37.25,36.744854,23786079,23786079,0.05,0.13441,37.4,"February 14, 23",0.0013441
1101.TW,2023-02-13,36.9,37.15,36.7,37,36.498245,14498526,14498526,0.1,0.271,36.95,"February 13, 23",0.00271
1101.TW,2023-02-10,36.55,37,36.45,36.85,36.350277,15467201,15467201,0.3,0.82079,36.77,"February 10, 23",0.0082079
1101.TW,2023-02-09,36.7,36.8,36.55,36.6,36.103668,11289093,11289093,-0.1,-0.27248,36.65,"February 09, 23",-0.0027248
1101.TW,2023-02-08,36.55,36.8,36.5,36.75,36.251637,12099849,12099849,0.2,0.5472,36.68,"February 08, 23",0.005472
1101.TW,2023-02-07,36.2,36.65,36.2,36.65,36.152992,12735984,12735984,0.45,1.24,36.5,"February 07, 23",0.0124
1101.TW,2023-02-06,36.4,36.45,36,36.15,35.659775,18669662,18669662,-0.25,-0.68681,36.2,"February 06, 23",-0.0068681
1101.TW,2023-02-03,36.75,36.75,36.3,36.45,35.955704,16564424,16564424,-0.3,-0.81633,36.5,"February 03, 23",-0.0081633
1101.TW,2023-02-02,36.85,36.9,36.55,36.8,36.300957,14688983,14688983,-0.05,-0.13569,36.75,"February 02, 23",-0.0013569
1101.TW,2023-02-01,36.45,36.75,36.3,36.75,36.251637,15115396,15115396,0.3,0.82305,36.6,"February 01, 23",0.0082305
1101.TW,2023-01-31,36.9,36.9,36.25,36.25,35.758415,23651274,23651274,-0.65,-1.76,36.47,"January 31, 23",-0.0176
1101.TW,2023-01-30,37.2,37.25,36.5,36.95,36.448925,38125597,38125597,-0.25,-0.67204,36.9,"January 30, 23",-0.0067204
1101.TW,2023-01-17,36.45,36.45,35.9,36,35.511806,21192605,21192605,-0.45,-1.23,36.12,"January 17, 23",-0.0123
1101.TW,2023-01-16,36.55,36.9,36.15,36.5,36.005024,34265823,34265823,-0.05,-0.1368,36.52,"January 16, 23",-0.001368
